company_code,employee_id,pay_period_start,pay_period_end,hours_worked,regular_hours,overtime_hours,gross_wages,month,add_name,add_date
202,1007,2025-12-01,2025-12-29,160.0,160.0,0.0,5000.0,12,System_Admin,2025-01-01
202,1008,2025-01-01,2025-01-29,160.0,160.0,0.0,5000.0,1,System_Admin,2025-01-01
202,1008,2025-02-01,2025-03-01,160.0,160.0,0.0,5000.0,2,System_Admin,2025-01-01
202,1008,2025-03-01,2025-03-29,160.0,160.0,0.0,5000.0,3,System_Admin,2025-01-01
202,1008,2025-04-01,2025-04-29,160.0,160.0,0.0,5000.0,4,System_Admin,2025-01-01
202,1008,2025-05-01,2025-05-29,160.0,160.0,0.0,5000.0,5,System_Admin,2025-01-01
202,1008,2025-06-01,2025-06-29,160.0,160.0,0.0,5000.0,6,System_Admin,2025-01-01
202,1008,2025-07-01,2025-07-29,160.0,160.0,0.0,5000.0,7,System_Admin,2025-01-01
202,1008,2025-08-01,2025-08-29,160.0,160.0,0.0,5000.0,8,System_Admin,2025-01-01
202,1008,2025-09-01,2025-09-29,160.0,160.0,0.0,5000.0,9,System_Admin,2025-01-01
202,1008,2025-10-01,2025-10-29,160.0,160.0,0.0,5000.0,10,System_Admin,2025-01-01
202,1008,2025-11-01,2025-11-29,160.0,160.0,0.0,5000.0,11,System_Admin,2025-01-01
202,1008,2025-12-01,2025-12-29,160.0,160.0,0.0,5000.0,12,System_Admin,2025-01-01
202,1009,2025-01-01,2025-01-29,160.0,160.0,0.0,5000.0,1,System_Admin,2025-01-01
202,1009,2025-02-01,2025-03-01,160.0,160.0,0.0,5000.0,2,System_Admin,2025-01-01
202,1009,2025-03-01,2025-03-29,160.0,160.0,0.0,5000.0,3,System_Admin,2025-01-01
202,1009,2025-04-01,2025-04-29,160.0,160.0,0.0,5000.0,4,System_Admin,2025-01-01
202,1009,2025-05-01,2025-05-29,160.0,160.0,0.0,5000.0,5,System_Admin,2025-01-01
202,1009,2025-06-01,2025-06-29,160.0,160.0,0.0,5000.0,6,System_Admin,2025-01-01
202,1009,2025-07-01,2025-07-29,160.0,160.0,0.0,5000.0,7,System_Admin,2025-01-01
202,1009,2025-08-01,2025-08-29,160.0,160.0,0.0,5000.0,8,System_Admin,2025-01-01
202,1009,2025-09-01,2025-09-29,160.0,160.0,0.0,5000.0,9,System_Admin,2025-01-01
202,1009,2025-10-01,2025-10-29,160.0,160.0,0.0,5000.0,10,System_Admin,2025-01-01
202,1009,2025-11-01,2025-11-29,160.0,160.0,0.0,5000.0,11,System_Admin,2025-01-01
202,1009,2025-12-01,2025-12-29,160.0,160.0,0.0,5000.0,12,System_Admin,2025-01-01
202,1010,2025-01-01,2025-01-29,160.0,160.0,0.0,5000.0,1,System_Admin,2025-01-01
202,1010,2025-02-01,2025-03-01,160.0,160.0,0.0,5000.0,2,System_Admin,2025-01-01
202,1010,2025-03-01,2025-03-29,160.0,160.0,0.0,5000.0,3,System_Admin,2025-01-01
202,1010,2025-04-01,2025-04-29,160.0,160.0,0.0,5000.0,4,System_Admin,2025-01-01
202,1010,2025-05-01,2025-05-29,160.0,160.0,0.0,5000.0,5,System_Admin,2025-01-01
202,1010,2025-06-01,2025-06-29,160.0,160.0,0.0,5000.0,6,System_Admin,2025-01-01
202,1010,2025-07-01,2025-07-29,160.0,160.0,0.0,5000.0,7,System_Admin,2025-01-01
202,1010,2025-08-01,2025-08-29,160.0,160.0,0.0,5000.0,8,System_Admin,2025-01-01
202,1010,2025-09-01,2025-09-29,160.0,160.0,0.0,5000.0,9,System_Admin,2025-01-01
202,1010,2025-10-01,2025-10-29,160.0,160.0,0.0,5000.0,10,System_Admin,2025-01-01
202,1010,2025-11-01,2025-11-29,160.0,160.0,0.0,5000.0,11,System_Admin,2025-01-01
202,1010,2025-12-01,2025-12-29,160.0,160.0,0.0,5000.0,12,System_Admin,2025-01-01
202,1011,2025-01-01,2025-01-29,160.0,160.0,0.0,5000.0,1,System_Admin,2025-01-01
202,1011,2025-02-01,2025-03-01,160.0,160.0,0.0,5000.0,2,System_Admin,2025-01-01
202,1011,2025-03-01,2025-03-29,160.0,160.0,0.0,5000.0,3,System_Admin,2025-01-01
202,1011,2025-04-01,2025-04-29,160.0,160.0,0.0,5000.0,4,System_Admin,2025-01-01
202,1011,2025-05-01,2025-05-29,160.0,160.0,0.0,5000.0,5,System_Admin,2025-01-01
202,1011,2025-06-01,2025-06-29,160.0,160.0,0.0,5000.0,6,System_Admin,2025-01-01
202,1011,2025-07-01,2025-07-29,160.0,160.0,0.0,5000.0,7,System_Admin,2025-01-01
202,1011,2025-08-01,2025-08-29,160.0,160.0,0.0,5000.0,8,System_Admin,2025-01-01
202,1011,2025-09-01,2025-09-29,160.0,160.0,0.0,5000.0,9,System_Admin,2025-01-01
202,1011,2025-10-01,2025-10-29,160.0,160.0,0.0,5000.0,10,System_Admin,2025-01-01
202,1011,2025-11-01,2025-11-29,160.0,160.0,0.0,5000.0,11,System_Admin,2025-01-01
202,1011,2025-12-01,2025-12-29,160.0,160.0,0.0,5000.0,12,System_Admin,2025-01-01
202,1012,2025-01-01,2025-01-29,160.0,160.0,0.0,5000.0,1,System_Admin,2025-01-01
202,1012,2025-02-01,2025-03-01,160.0,160.0,0.0,5000.0,2,System_Admin,2025-01-01
202,1012,2025-03-01,2025-03-29,160.0,160.0,0.0,5000.0,3,System_Admin,2025-01-01
202,1012,2025-04-01,2025-04-29,160.0,160.0,0.0,5000.0,4,System_Admin,2025-01-01
202,1012,2025-05-01,2025-05-29,160.0,160.0,0.0,5000.0,5,System_Admin,2025-01-01
202,1012,2025-06-01,2025-06-29,160.0,160.0,0.0,5000.0,6,System_Admin,2025-01-01
202,1012,2025-07-01,2025-07-29,160.0,160.0,0.0,5000.0,7,System_Admin,2025-01-01
202,1012,2025-08-01,2025-08-29,160.0,160.0,0.0,5000.0,8,System_Admin,2025-01-01
202,1012,2025-09-01,2025-09-29,160.0,160.0,0.0,5000.0,9,System_Admin,2025-01-01
202,1012,2025-10-01,2025-10-29,160.0,160.0,0.0,5000.0,10,System_Admin,2025-01-01
202,1012,2025-11-01,2025-11-29,160.0,160.0,0.0,5000.0,11,System_Admin,2025-01-01
202,1012,2025-12-01,2025-12-29,160.0,160.0,0.0,5000.0,12,System_Admin,2025-01-01
202,1013,2025-01-01,2025-01-29,160.0,160.0,0.0,5000.0,1,System_Admin,2025-01-01
202,1013,2025-02-01,2025-03-01,160.0,160.0,0.0,5000.0,2,System_Admin,2025-01-01
202,1013,2025-03-01,2025-03-29,160.0,160.0,0.0,5000.0,3,System_Admin,2025-01-01
202,1013,2025-04-01,2025-04-29,160.0,160.0,0.0,5000.0,4,System_Admin,2025-01-01
202,1013,2025-05-01,2025-05-29,160.0,160.0,0.0,5000.0,5,System_Admin,2025-01-01
202,1013,2025-06-01,2025-06-29,160.0,160.0,0.0,5000.0,6,System_Admin,2025-01-01
202,1013,2025-07-01,2025-07-29,160.0,160.0,0.0,5000.0,7,System_Admin,2025-01-01
202,1013,2025-08-01,2025-08-29,160.0,160.0,0.0,5000.0,8,System_Admin,2025-01-01
202,1013,2025-09-01,2025-09-29,160.0,160.0,0.0,5000.0,9,System_Admin,2025-01-01
202,1013,2025-10-01,2025-10-29,160.0,160.0,0.0,5000.0,10,System_Admin,2025-01-01
202,1013,2025-11-01,2025-11-29,160.0,160.0,0.0,5000.0,11,System_Admin,2025-01-01
202,1013,2025-12-01,2025-12-29,160.0,160.0,0.0,5000.0,12,System_Admin,2025-01-01
202,1014,2025-01-01,2025-01-29,160.0,160.0,0.0,5000.0,1,System_Admin,2025-01-01
202,1014,2025-02-01,2025-03-01,160.0,160.0,0.0,5000.0,2,System_Admin,2025-01-01
202,1014,2025-03-01,2025-03-29,160.0,160.0,0.0,5000.0,3,System_Admin,2025-01-01
202,1014,2025-04-01,2025-04-29,160.0,160.0,0.0,5000.0,4,System_Admin,2025-01-01
202,1014,2025-05-01,2025-05-29,160.0,160.0,0.0,5000.0,5,System_Admin,2025-01-01
202,1014,2025-06-01,2025-06-29,160.0,160.0,0.0,5000.0,6,System_Admin,2025-01-01
202,1014,2025-07-01,2025-07-29,160.0,160.0,0.0,5000.0,7,System_Admin,2025-01-01
202,1014,2025-08-01,2025-08-29,160.0,160.0,0.0,5000.0,8,System_Admin,2025-01-01
202,1014,2025-09-01,2025-09-29,160.0,160.0,0.0,5000.0,9,System_Admin,2025-01-01
202,1014,2025-10-01,2025-10-29,160.0,160.0,0.0,5000.0,10,System_Admin,2025-01-01
202,1014,2025-11-01,2025-11-29,160.0,160.0,0.0,5000.0,11,System_Admin,2025-01-01
202,1014,2025-12-01,2025-12-29,160.0,160.0,0.0,5000.0,12,System_Admin,2025-01-01
202,1015,2025-01-01,2025-01-29,160.0,160.0,0.0,5000.0,1,System_Admin,2025-01-01
202,1015,2025-02-01,2025-03-01,160.0,160.0,0.0,5000.0,2,System_Admin,2025-01-01
202,1015,2025-03-01,2025-03-29,160.0,160.0,0.0,5000.0,3,System_Admin,2025-01-01
202,1015,2025-04-01,2025-04-29,160.0,160.0,0.0,5000.0,4,System_Admin,2025-01-01
202,1015,2025-05-01,2025-05-29,160.0,160.0,0.0,5000.0,5,System_Admin,2025-01-01
202,1015,2025-06-01,2025-06-29,160.0,160.0,0.0,5000.0,6,System_Admin,2025-01-01
202,1015,2025-07-01,2025-07-29,160.0,160.0,0.0,5000.0,7,System_Admin,2025-01-01
202,1015,2025-08-01,2025-08-29,160.0,160.0,0.0,5000.0,8,System_Admin,2025-01-01
202,1015,2025-09-01,2025-09-29,160.0,160.0,0.0,5000.0,9,System_Admin,2025-01-01
202,1015,2025-10-01,2025-10-29,160.0,160.0,0.0,5000.0,10,System_Admin,2025-01-01
202,1015,2025-11-01,2025-11-29,160.0,160.0,0.0,5000.0,11,System_Admin,2025-01-01
202,1015,2025-12-01,2025-12-29,160.0,160.0,0.0,5000.0,12,System_Admin,2025-01-01
202,1016,2025-01-01,2025-01-29,160.0,160.0,0.0,5000.0,1,System_Admin,2025-01-01
202,1016,2025-02-01,2025-03-01,160.0,160.0,0.0,5000.0,2,System_Admin,2025-01-01
202,1016,2025-03-01,2025-03-29,160.0,160.0,0.0,5000.0,3,System_Admin,2025-01-01
202,1016,2025-04-01,2025-04-29,160.0,160.0,0.0,5000.0,4,System_Admin,2025-01-01
202,1016,2025-05-01,2025-05-29,160.0,160.0,0.0,5000.0,5,System_Admin,2025-01-01
202,1016,2025-06-01,2025-06-29,160.0,160.0,0.0,5000.0,6,System_Admin,2025-01-01
202,1016,2025-07-01,2025-07-29,160.0,160.0,0.0,5000.0,7,System_Admin,2025-01-01
202,1016,2025-08-01,2025-08-29,160.0,160.0,0.0,5000.0,8,System_Admin,2025-01-01
202,1016,2025-09-01,2025-09-29,160.0,160.0,0.0,5000.0,9,System_Admin,2025-01-01
202,1016,2025-10-01,2025-10-29,160.0,160.0,0.0,5000.0,10,System_Admin,2025-01-01
202,1016,2025-11-01,2025-11-29,160.0,160.0,0.0,5000.0,11,System_Admin,2025-01-01
202,1016,2025-12-01,2025-12-29,160.0,160.0,0.0,5000.0,12,System_Admin,2025-01-01
202,1017,2025-01-01,2025-01-29,160.0,160.0,0.0,5000.0,1,System_Admin,2025-01-01
202,1017,2025-02-01,2025-03-01,160.0,160.0,0.0,5000.0,2,System_Admin,2025-01-01
202,1017,2025-03-01,2025-03-29,160.0,160.0,0.0,5000.0,3,System_Admin,2025-01-01
202,1017,2025-04-01,2025-04-29,160.0,160.0,0.0,5000.0,4,System_Admin,2025-01-01
202,1017,2025-05-01,2025-05-29,160.0,160.0,0.0,5000.0,5,System_Admin,2025-01-01
202,1017,2025-06-01,2025-06-29,160.0,160.0,0.0,5000.0,6,System_Admin,2025-01-01
202,1017,2025-07-01,2025-07-29,160.0,160.0,0.0,5000.0,7,System_Admin,2025-01-01
202,1017,2025-08-01,2025-08-29,160.0,160.0,0.0,5000.0,8,System_Admin,2025-01-01
202,1017,2025-09-01,2025-09-29,160.0,160.0,0.0,5000.0,9,System_Admin,2025-01-01
202,1017,2025-10-01,2025-10-29,160.0,160.0,0.0,5000.0,10,System_Admin,2025-01-01
202,1017,2025-11-01,2025-11-29,160.0,160.0,0.0,5000.0,11,System_Admin,2025-01-01
202,1017,2025-12-01,2025-12-29,160.0,160.0,0.0,5000.0,12,System_Admin,2025-01-01
202,1018,2025-01-01,2025-01-29,160.0,160.0,0.0,5000.0,1,System_Admin,2025-01-01
202,1018,2025-02-01,2025-03-01,160.0,160.0,0.0,5000.0,2,System_Admin,2025-01-01
202,1018,2025-03-01,2025-03-29,160.0,160.0,0.0,5000.0,3,System_Admin,2025-01-01
202,1018,2025-04-01,2025-04-29,160.0,160.0,0.0,5000.0,4,System_Admin,2025-01-01
202,1018,2025-05-01,2025-05-29,160.0,160.0,0.0,5000.0,5,System_Admin,2025-01-01
202,1018,2025-06-01,2025-06-29,160.0,160.0,0.0,5000.0,6,System_Admin,2025-01-01
202,1018,2025-07-01,2025-07-29,160.0,160.0,0.0,5000.0,7,System_Admin,2025-01-01
202,1018,2025-08-01,2025-08-29,160.0,160.0,0.0,5000.0,8,System_Admin,2025-01-01
202,1018,2025-09-01,2025-09-29,160.0,160.0,0.0,5000.0,9,System_Admin,2025-01-01
202,1018,2025-10-01,2025-10-29,160.0,160.0,0.0,5000.0,10,System_Admin,2025-01-01
202,1018,2025-11-01,2025-11-29,160.0,160.0,0.0,5000.0,11,System_Admin,2025-01-01
202,1018,2025-12-01,2025-12-29,160.0,160.0,0.0,5000.0,12,System_Admin,2025-01-01
202,1019,2025-01-01,2025-01-29,160.0,160.0,0.0,5000.0,1,System_Admin,2025-01-01
202,1019,2025-02-01,2025-03-01,160.0,160.0,0.0,5000.0,2,System_Admin,2025-01-01
202,1019,2025-03-01,2025-03-29,160.0,160.0,0.0,5000.0,3,System_Admin,2025-01-01
202,1019,2025-04-01,2025-04-29,160.0,160.0,0.0,5000.0,4,System_Admin,2025-01-01
202,1019,2025-05-01,2025-05-29,160.0,160.0,0.0,5000.0,5,System_Admin,2025-01-01
202,1019,2025-06-01,2025-06-29,160.0,160.0,0.0,5000.0,6,System_Admin,2025-01-01
202,1019,2025-07-01,2025-07-29,160.0,160.0,0.0,5000.0,7,System_Admin,2025-01-01
202,1019,2025-08-01,2025-08-29,160.0,160.0,0.0,5000.0,8,System_Admin,2025-01-01
202,1019,2025-09-01,2025-09-29,160.0,160.0,0.0,5000.0,9,System_Admin,2025-01-01
202,1019,2025-10-01,2025-10-29,160.0,160.0,0.0,5000.0,10,System_Admin,2025-01-01
202,1019,2025-11-01,2025-11-29,160.0,160.0,0.0,5000.0,11,System_Admin,2025-01-01
202,1019,2025-12-01,2025-12-29,160.0,160.0,0.0,5000.0,12,System_Admin,2025-01-01
202,1020,2025-01-01,2025-01-29,160.0,160.0,0.0,5000.0,1,System_Admin,2025-01-01
202,1020,2025-02-01,2025-03-01,160.0,160.0,0.0,5000.0,2,System_Admin,2025-01-01
202,1020,2025-03-01,2025-03-29,160.0,160.0,0.0,5000.0,3,System_Admin,2025-01-01
202,1020,2025-04-01,2025-04-29,160.0,160.0,0.0,5000.0,4,System_Admin,2025-01-01
202,1020,2025-05-01,2025-05-29,160.0,160.0,0.0,5000.0,5,System_Admin,2025-01-01
202,1020,2025-06-01,2025-06-29,160.0,160.0,0.0,5000.0,6,System_Admin,2025-01-01
202,1020,2025-07-01,2025-07-29,160.0,160.0,0.0,5000.0,7,System_Admin,2025-01-01
202,1020,2025-08-01,2025-08-29,160.0,160.0,0.0,5000.0,8,System_Admin,2025-01-01
202,1020,2025-09-01,2025-09-29,160.0,160.0,0.0,5000.0,9,System_Admin,2025-01-01
202,1020,2025-10-01,2025-10-29,160.0,160.0,0.0,5000.0,10,System_Admin,2025-01-01
202,1020,2025-11-01,2025-11-29,160.0,160.0,0.0,5000.0,11,System_Admin,2025-01-01
202,1020,2025-12-01,2025-12-29,160.0,160.0,0.0,5000.0,12,System_Admin,2025-01-01
202,1021,2025-01-01,2025-01-29,160.0,160.0,0.0,5000.0,1,System_Admin,2025-01-01
202,1021,2025-02-01,2025-03-01,160.0,160.0,0.0,5000.0,2,System_Admin,2025-01-01
202,1021,2025-03-01,2025-03-29,160.0,160.0,0.0,5000.0,3,System_Admin,2025-01-01
202,1021,2025-04-01,2025-04-29,160.0,160.0,0.0,5000.0,4,System_Admin,2025-01-01
202,1021,2025-05-01,2025-05-29,160.0,160.0,0.0,5000.0,5,System_Admin,2025-01-01
202,1021,2025-06-01,2025-06-29,160.0,160.0,0.0,5000.0,6,System_Admin,2025-01-01
202,1021,2025-07-01,2025-07-29,160.0,160.0,0.0,5000.0,7,System_Admin,2025-01-01
202,1021,2025-08-01,2025-08-29,160.0,160.0,0.0,5000.0,8,System_Admin,2025-01-01
202,1021,2025-09-01,2025-09-29,160.0,160.0,0.0,5000.0,9,System_Admin,2025-01-01
202,1021,2025-10-01,2025-10-29,160.0,160.0,0.0,5000.0,10,System_Admin,2025-01-01
202,1021,2025-11-01,2025-11-29,160.0,160.0,0.0,5000.0,11,System_Admin,2025-01-01
202,1021,2025-12-01,2025-12-29,160.0,160.0,0.0,5000.0,12,System_Admin,2025-01-01
202,1022,2025-01-01,2025-01-29,160.0,160.0,0.0,5000.0,1,System_Admin,2025-01-01
202,1022,2025-02-01,2025-03-01,160.0,160.0,0.0,5000.0,2,System_Admin,2025-01-01
202,1022,2025-03-01,2025-03-29,160.0,160.0,0.0,5000.0,3,System_Admin,2025-01-01
202,1022,2025-04-01,2025-04-29,160.0,160.0,0.0,5000.0,4,System_Admin,2025-01-01
202,1022,2025-05-01,2025-05-29,160.0,160.0,0.0,5000.0,5,System_Admin,2025-01-01
202,1022,2025-06-01,2025-06-29,160.0,160.0,0.0,5000.0,6,System_Admin,2025-01-01
202,1022,2025-07-01,2025-07-29,160.0,160.0,0.0,5000.0,7,System_Admin,2025-01-01
202,1022,2025-08-01,2025-08-29,160.0,160.0,0.0,5000.0,8,System_Admin,2025-01-01
202,1022,2025-09-01,2025-09-29,160.0,160.0,0.0,5000.0,9,System_Admin,2025-01-01
202,1022,2025-10-01,2025-10-29,160.0,160.0,0.0,5000.0,10,System_Admin,2025-01-01
202,1022,2025-11-01,2025-11-29,160.0,160.0,0.0,5000.0,11,System_Admin,2025-01-01
202,1022,2025-12-01,2025-12-29,160.0,160.0,0.0,5000.0,12,System_Admin,2025-01-01
202,1023,2025-01-01,2025-01-29,160.0,160.0,0.0,5000.0,1,System_Admin,2025-01-01
202,1023,2025-02-01,2025-03-01,160.0,160.0,0.0,5000.0,2,System_Admin,2025-01-01
202,1023,2025-03-01,2025-03-29,160.0,160.0,0.0,5000.0,3,System_Admin,2025-01-01
202,1023,2025-04-01,2025-04-29,160.0,160.0,0.0,5000.0,4,System_Admin,2025-01-01
202,1023,2025-05-01,2025-05-29,160.0,160.0,0.0,5000.0,5,System_Admin,2025-01-01
202,1023,2025-06-01,2025-06-29,160.0,160.0,0.0,5000.0,6,System_Admin,2025-01-01
202,1023,2025-07-01,2025-07-29,160.0,160.0,0.0,5000.0,7,System_Admin,2025-01-01
202,1023,2025-08-01,2025-08-29,160.0,160.0,0.0,5000.0,8,System_Admin,2025-01-01
